Date,Product_ID,Sales,Current_Stock
2023-05-23,Product_C,21,91
2023-05-24,Product_C,28,127
2023-05-25,Product_C,21,86
2023-05-26,Product_C,20,286
2023-05-27,Product_C,51,295
2023-05-28,Product_C,53,160
2023-05-29,Product_C,22,280
2023-05-30,Product_C,18,179
2023-05-31,Product_C,20,194
2023-06-01,Product_C,23,298
2023-06-02,Product_C,16,212
2023-06-03,Product_C,38,242
2023-06-04,Product_C,48,233
2023-06-05,Product_C,27,200
2023-06-06,Product_C,29,188
2023-06-07,Product_C,17,167
2023-06-08,Product_C,24,142
2023-06-09,Product_C,26,143
2023-06-10,Product_C,38,182
2023-06-11,Product_C,40,220
2023-06-12,Product_C,15,106
2023-06-13,Product_C,18,77
2023-06-14,Product_C,25,214
2023-06-15,Product_C,19,253
2023-06-16,Product_C,15,290
2023-06-17,Product_C,48,105
2023-06-18,Product_C,55,256
2023-06-19,Product_C,26,238
2023-06-20,Product_C,16,127
2023-06-21,Product_C,23,86
2023-06-22,Product_C,24,78
2023-06-23,Product_C,21,84
2023-06-24,Product_C,39,294
2023-06-25,Product_C,44,210
2023-06-26,Product_C,17,255
2023-06-27,Product_C,24,69
2023-06-28,Product_C,16,265
2023-06-29,Product_C,25,175
2023-06-30,Product_C,23,99
2023-07-01,Product_C,50,88
2023-07-02,Product_C,51,288
2023-07-03,Product_C,16,200
2023-07-04,Product_C,20,133
2023-07-05,Product_C,28,94
2023-07-06,Product_C,16,283
2023-07-07,Product_C,21,57
2023-07-08,Product_C,35,178
2023-07-09,Product_C,43,206
2023-07-10,Product_C,19,288
2023-07-11,Product_C,29,83
2023-07-12,Product_C,21,168
2023-07-13,Product_C,25,251
2023-07-14,Product_C,16,259
2023-07-15,Product_C,39,185
2023-07-16,Product_C,51,162
2023-07-17,Product_C,25,121
2023-07-18,Product_C,28,245
2023-07-19,Product_C,15,196
2023-07-20,Product_C,28,102
2023-07-21,Product_C,23,139
2023-07-22,Product_C,54,243
2023-07-23,Product_C,36,112
2023-07-24,Product_C,15,218
2023-07-25,Product_C,27,122
2023-07-26,Product_C,27,208
2023-07-27,Product_C,25,117
2023-07-28,Product_C,27,151
2023-07-29,Product_C,46,151
2023-07-30,Product_C,37,275
2023-07-31,Product_C,27,282
2023-08-01,Product_C,17,158
2023-08-02,Product_C,15,137
2023-08-03,Product_C,20,248
2023-08-04,Product_C,19,192
2023-08-05,Product_C,41,299
2023-08-06,Product_C,50,198
2023-08-07,Product_C,26,142
2023-08-08,Product_C,15,98
2023-08-09,Product_C,17,221
2023-08-10,Product_C,24,60
2023-08-11,Product_C,22,159
2023-08-12,Product_C,52,243
2023-08-13,Product_C,51,52
2023-08-14,Product_C,24,121
2023-08-15,Product_C,20,205
2023-08-16,Product_C,27,203
2023-08-17,Product_C,26,182
2023-08-18,Product_C,19,256
2023-08-19,Product_C,44,64
2023-08-20,Product_C,46,119
2023-08-21,Product_C,16,157
2023-08-22,Product_C,25,286
2023-08-23,Product_C,21,156
2023-08-24,Product_C,29,166
2023-08-25,Product_C,29,74
2023-08-26,Product_C,43,100
2023-08-27,Product_C,47,70
2023-08-28,Product_C,20,68
2023-08-29,Product_C,28,174
2023-08-30,Product_C,19,101
2023-08-31,Product_C,25,206
2023-09-01,Product_C,26,84
2023-09-02,Product_C,46,213
2023-09-03,Product_C,44,51
2023-09-04,Product_C,27,181
2023-09-05,Product_C,23,143
2023-09-06,Product_C,21,144
2023-09-07,Product_C,24,88
2023-09-08,Product_C,29,120
2023-09-09,Product_C,51,290
2023-09-10,Product_C,51,91
2023-09-11,Product_C,18,133
2023-09-12,Product_C,20,56
2023-09-13,Product_C,15,221
2023-09-14,Product_C,27,155
2023-09-15,Product_C,25,190
2023-09-16,Product_C,41,167
2023-09-17,Product_C,39,269
2023-09-18,Product_C,24,58
2023-09-19,Product_C,24,265
2023-09-20,Product_C,23,174
2023-09-21,Product_C,22,201
2023-09-22,Product_C,24,140
2023-09-23,Product_C,37,99
2023-09-24,Product_C,39,149
2023-09-25,Product_C,21,251
2023-09-26,Product_C,16,196
2023-09-27,Product_C,24,274
2023-09-28,Product_C,16,118
2023-09-29,Product_C,15,276
2023-09-30,Product_C,42,210
2023-10-01,Product_C,40,258
2023-10-02,Product_C,19,192
2023-10-03,Product_C,26,248
2023-10-04,Product_C,24,250
2023-10-05,Product_C,27,234
2023-10-06,Product_C,23,51
2023-10-07,Product_C,38,134
2023-10-08,Product_C,33,91
2023-10-09,Product_C,27,216
2023-10-10,Product_C,15,252
2023-10-11,Product_C,22,237
2023-10-12,Product_C,17,117
2023-10-13,Product_C,20,91
2023-10-14,Product_C,48,287
2023-10-15,Product_C,40,278
2023-10-16,Product_C,18,180
2023-10-17,Product_C,22,146
2023-10-18,Product_C,20,218
2023-10-19,Product_C,18,62
2023-10-20,Product_C,26,179
2023-10-21,Product_C,45,221
2023-10-22,Product_C,44,57
2023-10-23,Product_C,22,99
2023-10-24,Product_C,20,93
2023-10-25,Product_C,24,52
2023-10-26,Product_C,20,179
2023-10-27,Product_C,26,51
2023-10-28,Product_C,35,84
2023-10-29,Product_C,37,79
2023-10-30,Product_C,22,199
2023-10-31,Product_C,24,85
2023-11-01,Product_C,27,270
2023-11-02,Product_C,29,298
2023-11-03,Product_C,24,239
2023-11-04,Product_C,51,104
2023-11-05,Product_C,41,193
2023-11-06,Product_C,22,261
2023-11-07,Product_C,28,286
2023-11-08,Product_C,26,164
2023-11-09,Product_C,20,54
2023-11-10,Product_C,22,297
2023-11-11,Product_C,41,170
2023-11-12,Product_C,47,133
2023-11-13,Product_C,20,259
2023-11-14,Product_C,21,81
2023-11-15,Product_C,19,65
2023-11-16,Product_C,20,293
2023-11-17,Product_C,27,191
2023-11-18,Product_C,33,200
2023-11-19,Product_C,43,115
2023-11-20,Product_C,19,51
2023-11-21,Product_C,23,250
2023-11-22,Product_C,25,116
2023-11-23,Product_C,28,200
2023-11-24,Product_C,18,259
2023-11-25,Product_C,41,212
2023-11-26,Product_C,45,192
2023-11-27,Product_C,26,150
2023-11-28,Product_C,24,61
2023-11-29,Product_C,15,91
2023-11-30,Product_C,16,222
2023-12-01,Product_C,28,265
2023-12-02,Product_C,52,255
2023-12-03,Product_C,37,129
2023-12-04,Product_C,18,63
2023-12-05,Product_C,29,198
2023-12-06,Product_C,16,140
2023-12-07,Product_C,17,259
2023-12-08,Product_C,18,259
2023-12-09,Product_C,47,243
2023-12-10,Product_C,50,103
2023-12-11,Product_C,18,144
2023-12-12,Product_C,15,159
2023-12-13,Product_C,28,174
2023-12-14,Product_C,17,276
2023-12-15,Product_C,20,74
2023-12-16,Product_C,46,275
2023-12-17,Product_C,41,275
2023-12-18,Product_C,23,128
2023-12-19,Product_C,27,237
2023-12-20,Product_C,26,190
2023-12-21,Product_C,28,69
2023-12-22,Product_C,27,109
2023-12-23,Product_C,49,209
2023-12-24,Product_C,52,179
2023-12-25,Product_C,21,260
2023-12-26,Product_C,17,54
2023-12-27,Product_C,16,59
2023-12-28,Product_C,16,175
2023-12-29,Product_C,16,208
2023-12-30,Product_C,51,250
2023-12-31,Product_C,38,186
